P100 PZ PEAK DISPLAY,P100 PZ LATENCY DISPLAY,P100 CZ PEAK DISPLAY ,P100 CZ LATENCY DISPLAY,P300 CZ MEAN AMPLITUDE DISPLAY,P300 PZ MEAN AMPLITUDE DISPLAY,STRESS F3 DISPLAY,STRESS F4 DISPLAY,FATIGUE DISPLAY,LATERALIZATION DISPLAY,IMMERSION DISPLAY,P100 PZ PEAK SOLUTIONS,P100 PZ LATENCY SOLUTIONS,P100 CZ PEAK SOLUTIONS,P100 CZ LATENCY SOLUTIONS,P300 CZ MEAN AMPLITUDE SOLUTIONS,P300 PZ MEAN AMPLITUDE SOLUTIONS,STRESS F3 SOLUTIONS,STRESS F4 SOLUTIONS,FATIGUE SOLUTIONS,LATERALIZATION SOLUTIONS,IMMERSION SOLUTIONS,Type
2704.503032,100,925.6206787,96,-3539.778936,1281.110284,1.195099607,1.149383299,1.523605797,-0.022181894,0.800925991,7218.973877,96,13565.36486,94,5827.736801,7702.680114,7.707675449,7.493567045,0.598142281,-0.039212651,3.808200438,Training
54375.24971,102,54294.32255,102,2453.71008,7401.880498,2.87189889,3.050879924,0.658402579,0.052653671,0.8944964,113576.3685,116,84910.83819,116,21678.71883,36746.29198,2.575288214,2.679015454,0.539114006,0.026657901,0.410710484,Training
15383.71133,122,18285.95623,90,-995.8777121,32417.8232,3.100666022,1.711810213,0.257319331,-0.2990361,3.601967934,-11350.74502,102,11383.76838,130,9100.670674,-11573.83772,8.427420889,4.572628293,0.972502778,-0.354676172,1.81728142,Training
6970.294052,74,3004.149209,102,-1827.079634,-4121.405019,0.422629527,0.376545473,3.049900814,-0.008206379,0.232246458,3224.791483,96,3373.087024,96,-3200.681114,-2196.764876,1.752396221,1.681450445,1.185449147,-0.003245423,0.885002184,Training
14471.32456,104,11148.40037,104,5425.493014,3381.947072,17.03513754,16.61532601,0.259736699,0.000375502,1.415828642,-2865.037378,100,3023.209127,126,3264.723792,-6674.361161,24.38035488,3.552547319,0.451437383,-0.67200949,0.902083683,Training
5717.579211,104,6251.225579,104,-4546.952296,-5053.541582,1.857070503,1.939330588,0.881439601,0.045094931,0.859813337,13660.38825,118,14666.30624,118,7266.961179,6116.518957,1.481199808,1.542328007,1.283052614,0.032323527,1.213485614,Training
31103.02828,92,29581.45944,130,12368.7513,7786.822078,4.116926416,4.677005595,0.539371386,0.099144675,1.311362211,15503.71381,104,16225.64471,104,-6296.473305,-5555.618147,1.714280361,1.70603192,0.868766566,0.027167899,0.543185829,Training
21273.13503,96,17813.35148,96,-1282.153295,-1408.962966,1.068275289,0.878334836,1.156157896,-0.084777255,0.130922186,28832.01665,78,28084.24054,78,4643.365736,2135.037195,3.773929404,8.078983457,0.609446928,0.390575907,1.732975436,Training
53062.52081,120,233255.0872,120,384246.5447,234436.2897,0.7419354,0.744696319,3.048093799,-0.025729448,1.22975263,-1160.452288,124,2073.470923,126,6049.369711,-2873.905369,8.665043288,9.53757467,0.388037941,0.015126633,1.900679339,Training
16928.60688,94,29443.16973,94,2863.5919,-8309.140111,4.062482237,0.818414056,0.49495311,-0.657968888,1.27355402,-14155.59399,76,-22278.35548,130,-21483.75667,-12233.19065,2.601003561,1.227183011,0.551835011,-0.321602083,0.425274414,Training
-13341.96178,102,-8254.994166,102,-913.459504,-6623.797964,0.528314963,0.832442922,2.299215957,0.096403909,0.484095758,9583.351988,128,13416.86795,128,5814.720628,6275.471214,1.47691859,1.800927501,0.724114144,0.094624691,0.434466682,Training
8017.48957,116,9281.239219,116,-1901.982554,945.2861341,3.457556933,2.916343296,2.837955361,-0.119140935,0.118687594,14209.158,128,13830.44236,128,10816.33469,4332.017812,5.334875366,5.723463344,0.490831906,0.032921031,0.915036511,Training
22359.80198,120,27318.58649,120,1770.284069,978.415295,2.709475885,2.192768704,0.552339369,-0.054434532,0.39607884,23456.72227,106,19817.84375,106,17630.28989,27786.00334,3.428551797,9.843650085,1.997372413,0.495174432,12.2298478,Training
,,-10601.92413,126,-6424.669063,-723.031314,13.20891426,11.16429001,0.40546026,-0.097539071,0.846053441,3707.322111,114,9027.091853,112,3273.500666,-4626.590148,3.646810886,2.331178505,0.181313426,-0.162170696,1.410877907,Training
-3412.217963,122,-6025.880023,124,2985.432717,-12238.20931,11.08517326,7.308819011,0.780766325,-0.323532618,17.23207293,23338.60938,106,9922.879039,112,-4153.455382,543.9607606,4.169856585,13.14042309,1.474272912,0.50993771,3.833353309,Training
10589.60317,74,,,503.8427422,1165.418735,5.848817623,4.942952537,1.377943355,0.094447648,8.382863082,17466.79908,92,18065.71622,92,15501.22462,16258.85614,1.037160622,4.57133772,0.423728926,0.651236914,0.982332994,Training
24553.79415,92,20167.91379,92,-4177.996317,3103.901422,1.95252565,2.337166261,1.245663097,0.163695023,1.574309228,98357.06924,104,40299.72663,102,707.3312372,8124.245421,5.898720213,9.047835292,1.708768863,0.28709669,10.3251606,Training
-3209.445286,100,10147.66622,74,-1016.781353,-2987.760561,3.385395628,5.885445163,0.88625266,0.238307271,1.6401737,3091.105241,102,1815.469603,104,-6954.655597,-5700.06839,2.85925586,1.433876787,0.919727076,-0.358672082,1.778798744,Training
3150.911738,108,7442.637059,108,-761.5940861,-3556.263184,2.75813309,2.068996878,1.649287367,-0.066282611,1.71351438,-7109.358869,124,-2108.946494,124,-3982.849377,-6443.020392,2.490965951,2.647840481,0.359828503,0.023997229,0.062737138,Training
36494.01629,80,57478.34209,108,45472.08837,10542.0912,3.762777044,0.754515308,1.778176124,-0.308179156,0.794059589,16319.27377,90,19088.32565,90,15462.72243,-3851.369069,1.280943084,0.766084916,1.975197899,0.060504868,2.223475436,Training
